EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2619,5000, 19,  16,    9,     2,    396 
2008,5000, 18,  16,    9,     2,    393 
1883,5000, 21,  16,    9,     2,    394 
1902,5000, 14,  16,    9,     2,    398 
1864,5000, 13,  16,    9,     2,    395 
1850,5000, 19,  16,    9,     2,    397 
1887,5000, 23,  16,    9,     2,    396 
1859,5000, 23,  16,    9,     2,    393 
1847,5000, 19,  16,    9,     2,    392 
1851,5000, 16,  16,    9,     2,    394 
