EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2967,5000,  5,  30,    7,     2,    392 
2300,5000,  6,  30,    7,     2,    394 
2225,5000,  5,  30,    7,     2,    394 
2279,5000,  1,  30,    7,     2,    392 
2210,5000,  0,  30,    7,     2,    397 
2345,5000,  4,  30,    7,     2,    393 
2291,5000,  7,  30,    7,     2,    396 
2174,5000,  0,  30,    7,     2,    397 
2215,5000,  0,  30,    7,     2,    390 
2174,5000,  0,  30,    7,     2,    393 
