EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2652,5000, 26,  11,    7,     2,    395 
1954,5000, 35,  11,    7,     2,    394 
1933,5000, 31,  11,    7,     2,    397 
1936,5000, 28,  11,    7,     2,    394 
2445,5000, 20,  11,    7,     2,    394 
2363,5000, 28,  11,    7,     2,    399 
2071,5000, 25,  11,    7,     2,    395 
2094,5000, 31,  11,    7,     2,    398 
2095,5000, 30,  11,    7,     2,    394 
2158,5000, 24,  11,    7,     2,    397 
