EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3114,5000,  2,  30,    9,     2,    398 
2286,5000,  3,  30,    9,     2,    390 
2344,5000,  7,  30,    9,     2,    394 
2419,5000,  4,  30,    9,     2,    400 
2496,5000,  5,  30,    9,     2,    389 
2210,5000,  1,  30,    9,     2,    396 
2164,5000,  0,  30,    9,     2,    395 
2223,5000,  4,  30,    9,     2,    396 
2219,5000,  7,  30,    9,     2,    398 
2166,5000,  0,  30,    9,     2,    395 
