EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2763,5000,  5,  24,    8,     2,    397 
2105,5000, 11,  24,    8,     2,    395 
2088,5000,  7,  24,    8,     2,    394 
2094,5000,  6,  24,    8,     2,    393 
1999,5000,  9,  24,    8,     2,    395 
2052,5000, 12,  24,    8,     2,    396 
2045,5000,  7,  24,    8,     2,    398 
2052,5000, 13,  24,    8,     2,    398 
2024,5000,  9,  24,    8,     2,    392 
2034,5000,  7,  24,    8,     2,    395 
