EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2731,5000, 40,   9,    8,     2,    392 
1858,5000, 41,   9,    8,     2,    390 
1861,5000, 44,   9,    8,     2,    395 
2026,5000, 50,   9,    8,     2,    391 
1907,5000, 37,   9,    8,     2,    400 
1774,5000, 43,   9,    8,     2,    395 
1835,5000, 49,   9,    8,     2,    399 
1787,5000, 49,   9,    8,     2,    395 
1812,5000, 51,   9,    8,     2,    397 
1706,5000, 41,   9,    8,     2,    395 
