EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2801,5000,  0,  30,    4,     2,    392 
2316,5000,  3,  30,    4,     2,    398 
2204,5000,  2,  30,    4,     2,    395 
2174,5000,  0,  30,    4,     2,    395 
2202,5000,  2,  30,    4,     2,    392 
2229,5000,  4,  30,    4,     2,    391 
2411,5000,  2,  30,    4,     2,    391 
2265,5000,  2,  30,    4,     2,    392 
2158,5000,  0,  30,    4,     2,    398 
2190,5000,  0,  30,    4,     2,    400 
