EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2978,5000,  0,  21,    1,     2,    393 
2461,5000,  1,  21,    1,     2,    392 
1936,5000,  3,  21,    1,     2,    397 
1932,5000,  0,  21,    1,     2,    396 
1898,5000,  3,  21,    1,     2,    395 
1926,5000,  3,  21,    1,     2,    396 
1929,5000,  1,  21,    1,     2,    394 
1918,5000,  1,  21,    1,     2,    393 
1928,5000,  1,  21,    1,     2,    396 
1921,5000,  2,  21,    1,     2,    392 
