EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2907,5000, 46,   4,    2,     2,    402 
1874,5000, 55,   4,    2,     2,    402 
1962,5000, 61,   4,    2,     2,    400 
1856,5000, 48,   4,    2,     2,    398 
1897,5000, 49,   4,    2,     2,    394 
1877,5000, 47,   4,    2,     2,    395 
1844,5000, 51,   4,    2,     2,    398 
1833,5000, 53,   4,    2,     2,    396 
1838,5000, 50,   4,    2,     2,    400 
1854,5000, 50,   4,    2,     2,    398 
