EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2640,5000, 21,  14,   10,     2,    397 
1984,5000, 29,  14,   10,     2,    390 
1898,5000, 34,  14,   10,     2,    394 
1840,5000, 23,  14,   10,     2,    396 
1941,5000, 29,  14,   10,     2,    394 
1864,5000, 35,  14,   10,     2,    396 
1805,5000, 27,  14,   10,     2,    395 
1801,5000, 28,  14,   10,     2,    393 
1849,5000, 28,  14,   10,     2,    395 
1829,5000, 28,  14,   10,     2,    392 
