EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2538,5000, 17,  11,    5,     2,    398 
1838,5000, 23,  11,    5,     2,    397 
1760,5000, 18,  11,    5,     2,    397 
1855,5000, 22,  11,    5,     2,    396 
1846,5000, 23,  11,    5,     2,    395 
1879,5000, 23,  11,    5,     2,    393 
1739,5000, 21,  11,    5,     2,    392 
1749,5000, 15,  11,    5,     2,    392 
1764,5000, 16,  11,    5,     2,    397 
1726,5000, 18,  11,    5,     2,    398 
