EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2932,5000, 13,  18,   10,     2,    399 
1955,5000, 13,  18,   10,     2,    394 
1973,5000, 13,  18,   10,     2,    394 
1913,5000, 13,  18,   10,     2,    394 
2056,5000, 25,  18,   10,     2,    394 
1959,5000, 24,  18,   10,     2,    392 
1889,5000, 17,  18,   10,     2,    395 
1891,5000, 18,  18,   10,     2,    395 
1912,5000, 15,  18,   10,     2,    391 
1904,5000, 20,  18,   10,     2,    391 
