EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3139,5000,  4,  19,    3,     2,    395 
2447,5000,  5,  19,    3,     2,    393 
2390,5000,  5,  19,    3,     2,    392 
2399,5000,  5,  19,    3,     2,    391 
2486,5000,  7,  19,    3,     2,    392 
2429,5000,  6,  19,    3,     2,    394 
2583,5000,  6,  19,    3,     2,    398 
2406,5000,  5,  19,    3,     2,    393 
2425,5000,  4,  19,    3,     2,    392 
2395,5000,  7,  19,    3,     2,    395 
