EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2555,5000,  2,  13,    1,     2,    393 
1786,5000,  3,  13,    1,     2,    393 
1766,5000,  4,  13,    1,     2,    396 
1753,5000,  3,  13,    1,     2,    395 
1757,5000,  4,  13,    1,     2,    398 
1774,5000,  3,  13,    1,     2,    397 
1765,5000,  1,  13,    1,     2,    392 
1749,5000,  4,  13,    1,     2,    397 
1826,5000,  4,  13,    1,     2,    394 
1772,5000,  4,  13,    1,     2,    395 
