EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3127,5000,  4,  20,    6,     2,    394 
1986,5000,  8,  20,    6,     2,    400 
1968,5000,  8,  20,    6,     2,    394 
1978,5000,  2,  20,    6,     2,    393 
1932,5000, 11,  20,    6,     2,    391 
2014,5000,  6,  20,    6,     2,    395 
1921,5000,  6,  20,    6,     2,    394 
1954,5000, 11,  20,    6,     2,    394 
1937,5000,  6,  20,    6,     2,    392 
1947,5000,  6,  20,    6,     2,    391 
