EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3130,5000, 13,  18,    7,     2,    393 
2432,5000, 17,  18,    7,     2,    389 
1970,5000, 15,  18,    7,     2,    397 
1884,5000,  9,  18,    7,     2,    392 
1903,5000, 13,  18,    7,     2,    392 
2011,5000, 11,  18,    7,     2,    392 
1896,5000, 10,  18,    7,     2,    397 
1857,5000, 12,  18,    7,     2,    394 
1919,5000, 23,  18,    7,     2,    397 
1885,5000,  9,  18,    7,     2,    395 
