EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2680,5000, 13,  15,    8,     2,    393 
1967,5000, 22,  15,    8,     2,    392 
1838,5000, 19,  15,    8,     2,    394 
1866,5000, 20,  15,    8,     2,    396 
1871,5000, 22,  15,    8,     2,    394 
1838,5000, 13,  15,    8,     2,    394 
1821,5000, 20,  15,    8,     2,    393 
1875,5000, 16,  15,    8,     2,    396 
1868,5000, 27,  15,    8,     2,    393 
1863,5000, 16,  15,    8,     2,    393 
