EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2686,5000,  0,  28,    5,     2,    396 
2207,5000,  2,  28,    5,     2,    394 
2126,5000,  1,  28,    5,     2,    393 
2139,5000,  3,  28,    5,     2,    398 
2123,5000,  0,  28,    5,     2,    392 
2238,5000,  2,  28,    5,     2,    393 
2084,5000,  2,  28,    5,     2,    397 
2121,5000,  1,  28,    5,     2,    393 
2111,5000,  3,  28,    5,     2,    399 
2097,5000,  3,  28,    5,     2,    400 
