EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2603,5000,  2,  23,    2,     2,    401 
2055,5000,  2,  23,    2,     2,    393 
2017,5000,  4,  23,    2,     2,    393 
2004,5000,  3,  23,    2,     2,    394 
1990,5000,  1,  23,    2,     2,    400 
1987,5000,  3,  23,    2,     2,    395 
2089,5000,  3,  23,    2,     2,    393 
2017,5000,  2,  23,    2,     2,    393 
1968,5000,  2,  23,    2,     2,    394 
1964,5000,  1,  23,    2,     2,    396 
