EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2651,5000, 12,  17,    6,     2,    395 
1912,5000, 12,  17,    6,     2,    396 
1945,5000, 20,  17,    6,     2,    393 
1855,5000, 13,  17,    6,     2,    395 
1825,5000, 19,  17,    6,     2,    394 
1965,5000, 12,  17,    6,     2,    394 
1849,5000, 10,  17,    6,     2,    394 
1873,5000, 15,  17,    6,     2,    395 
1857,5000,  9,  17,    6,     2,    395 
1819,5000, 15,  17,    6,     2,    394 
