EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2876,5000, 53,   7,    6,     2,    391 
1927,5000, 65,   7,    6,     2,    394 
1823,5000, 57,   7,    6,     2,    395 
1884,5000, 52,   7,    6,     2,    397 
1864,5000, 42,   7,    6,     2,    396 
1866,5000, 48,   7,    6,     2,    395 
1830,5000, 55,   7,    6,     2,    393 
1828,5000, 51,   7,    6,     2,    396 
1781,5000, 46,   7,    6,     2,    395 
1927,5000, 48,   7,    6,     2,    393 
