EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
7457,5000,2074,   1,    5,     2,    390 
6154,5000,2382,   1,    5,     2,    394 
6615,5000,2513,   1,    5,     2,    395 
6373,5000,2573,   1,    5,     2,    403 
6001,5000,2381,   1,    5,     2,    399 
5768,5000,2242,   1,    5,     2,    394 
6191,5000,2403,   1,    5,     2,    394 
5898,5000,2315,   1,    5,     2,    399 
6540,5000,2609,   1,    5,     2,    398 
6096,5000,2358,   1,    5,     2,    394 
