EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2846,5000, 10,  12,    3,     2,    394 
1783,5000, 15,  12,    3,     2,    396 
1792,5000,  6,  12,    3,     2,    393 
1781,5000,  9,  12,    3,     2,    393 
1742,5000, 11,  12,    3,     2,    396 
1735,5000, 11,  12,    3,     2,    394 
1802,5000, 10,  12,    3,     2,    396 
1780,5000, 13,  12,    3,     2,    396 
1748,5000, 13,  12,    3,     2,    393 
1719,5000,  7,  12,    3,     2,    396 
