EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2662,5000,  8,  21,    6,     2,    395 
1974,5000,  9,  21,    6,     2,    397 
1985,5000,  6,  21,    6,     2,    393 
2025,5000,  7,  21,    6,     2,    393 
1948,5000,  6,  21,    6,     2,    393 
2030,5000,  7,  21,    6,     2,    396 
1922,5000,  6,  21,    6,     2,    396 
1930,5000,  4,  21,    6,     2,    393 
1973,5000,  6,  21,    6,     2,    393 
1932,5000,  7,  21,    6,     2,    392 
