EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2717,5000, 10,  25,   10,     2,    393 
2103,5000, 14,  25,   10,     2,    394 
2110,5000, 10,  25,   10,     2,    394 
2073,5000,  8,  25,   10,     2,    397 
2131,5000,  7,  25,   10,     2,    398 
2130,5000, 13,  25,   10,     2,    394 
2036,5000, 12,  25,   10,     2,    395 
2057,5000,  6,  25,   10,     2,    391 
2058,5000, 10,  25,   10,     2,    393 
2058,5000, 10,  25,   10,     2,    399 
