EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2891,5000,  0,  20,    1,     2,    394 
1977,5000,  1,  20,    1,     2,    399 
1921,5000,  2,  20,    1,     2,    394 
1918,5000,  0,  20,    1,     2,    392 
1904,5000,  1,  20,    1,     2,    395 
1912,5000,  2,  20,    1,     2,    392 
1908,5000,  1,  20,    1,     2,    392 
1922,5000,  1,  20,    1,     2,    395 
1926,5000,  0,  20,    1,     2,    392 
1899,5000,  1,  20,    1,     2,    393 
