EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2653,5000, 15,  21,   10,     2,    394 
2038,5000, 10,  21,   10,     2,    393 
3471,5000, 15,  21,   10,     2,    397 
2077,5000,  8,  21,   10,     2,    396 
2057,5000, 10,  21,   10,     2,    392 
1969,5000,  9,  21,   10,     2,    398 
1960,5000, 18,  21,   10,     2,    396 
1920,5000, 10,  21,   10,     2,    392 
1959,5000, 12,  21,   10,     2,    396 
1971,5000, 11,  21,   10,     2,    394 
