EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
7708,5000,2241,   1,    4,     2,    397 
5944,5000,2168,   1,    4,     2,    396 
5909,5000,2081,   1,    4,     2,    395 
5619,5000,2136,   1,    4,     2,    391 
5891,5000,2326,   1,    4,     2,    394 
6403,5000,2428,   1,    4,     2,    398 
6157,5000,2523,   1,    4,     2,    399 
5778,5000,2191,   1,    4,     2,    400 
6031,5000,2326,   1,    4,     2,    401 
6193,5000,2293,   1,    4,     2,    395 
