EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2914,5000, 21,  14,    7,     2,    399 
1944,5000, 19,  14,    7,     2,    392 
1837,5000, 17,  14,    7,     2,    393 
1828,5000, 17,  14,    7,     2,    396 
1816,5000, 14,  14,    7,     2,    396 
1932,5000, 19,  14,    7,     2,    394 
1815,5000, 20,  14,    7,     2,    394 
1824,5000, 16,  14,    7,     2,    394 
1812,5000, 18,  14,    7,     2,    397 
1811,5000, 24,  14,    7,     2,    395 
