EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2597,5000,  3,  19,    2,     2,    395 
1954,5000,  3,  19,    2,     2,    393 
1882,5000,  3,  19,    2,     2,    393 
1895,5000,  4,  19,    2,     2,    394 
1885,5000,  4,  19,    2,     2,    393 
1966,5000,  3,  19,    2,     2,    396 
1924,5000,  2,  19,    2,     2,    390 
1890,5000,  2,  19,    2,     2,    394 
1873,5000,  1,  19,    2,     2,    390 
1909,5000,  2,  19,    2,     2,    398 
