EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2579,5000,  1,  25,    2,     2,    395 
2148,5000,  2,  25,    2,     2,    394 
2074,5000,  2,  25,    2,     2,    396 
2060,5000,  2,  25,    2,     2,    395 
2069,5000,  2,  25,    2,     2,    396 
2052,5000,  1,  25,    2,     2,    394 
2116,5000,  3,  25,    2,     2,    394 
2033,5000,  1,  25,    2,     2,    397 
2046,5000,  2,  25,    2,     2,    393 
2041,5000,  1,  25,    2,     2,    395 
