EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2482,5000,  6,  18,    4,     2,    404 
1968,5000,  8,  18,    4,     2,    393 
1947,5000,  6,  18,    4,     2,    393 
1876,5000,  7,  18,    4,     2,    394 
1870,5000,  4,  18,    4,     2,    391 
1876,5000,  8,  18,    4,     2,    393 
1917,5000,  9,  18,    4,     2,    390 
1864,5000,  6,  18,    4,     2,    393 
1909,5000,  9,  18,    4,     2,    397 
1898,5000,  6,  18,    4,     2,    394 
