EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3011,5000, 17,  15,    5,     2,    393 
1864,5000, 13,  15,    5,     2,    395 
1883,5000, 17,  15,    5,     2,    395 
1792,5000, 10,  15,    5,     2,    396 
1826,5000, 10,  15,    5,     2,    395 
1836,5000, 11,  15,    5,     2,    395 
1832,5000, 18,  15,    5,     2,    397 
1809,5000,  9,  15,    5,     2,    393 
1799,5000, 12,  15,    5,     2,    397 
1812,5000,  8,  15,    5,     2,    394 
