EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2997,5000, 64,   3,    1,     2,    399 
2354,5000, 80,   3,    1,     2,    403 
2208,5000, 64,   3,    1,     2,    398 
2278,5000, 94,   3,    1,     2,    402 
2398,5000, 96,   3,    1,     2,    399 
2276,5000, 85,   3,    1,     2,    398 
2150,5000, 76,   3,    1,     2,    401 
2275,5000, 92,   3,    1,     2,    406 
2273,5000, 97,   3,    1,     2,    401 
2390,5000, 76,   3,    1,     2,    403 
