EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2817,5000, 43,   6,    4,     2,    393 
1962,5000, 43,   6,    4,     2,    400 
1828,5000, 40,   6,    4,     2,    397 
1870,5000, 55,   6,    4,     2,    393 
1904,5000, 42,   6,    4,     2,    396 
1870,5000, 49,   6,    4,     2,    396 
1830,5000, 44,   6,    4,     2,    395 
1840,5000, 43,   6,    4,     2,    394 
1927,5000, 47,   6,    4,     2,    398 
1826,5000, 42,   6,    4,     2,    395 
