EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2544,5000,  2,  21,    2,     2,    396 
2075,5000,  4,  21,    2,     2,    392 
1920,5000,  5,  21,    2,     2,    393 
1945,5000,  1,  21,    2,     2,    395 
1943,5000,  3,  21,    2,     2,    394 
1972,5000,  6,  21,    2,     2,    397 
2011,5000,  3,  21,    2,     2,    395 
1947,5000,  1,  21,    2,     2,    390 
1935,5000,  2,  21,    2,     2,    395 
1918,5000,  4,  21,    2,     2,    397 
