EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
7590,5000,2360,   1,    9,     2,    396 
7383,5000,2580,   1,    9,     2,    404 
6221,5000,2404,   1,    9,     2,    393 
6355,5000,2554,   1,    9,     2,    402 
6050,5000,2386,   1,    9,     2,    396 
6462,5000,2680,   1,    9,     2,    401 
5998,5000,2387,   1,    9,     2,    394 
6865,5000,2635,   1,    9,     2,    397 
6003,5000,2470,   1,    9,     2,    397 
7527,5000,2679,   1,    9,     2,    395 
