EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3245,5000,  0,  30,    8,     2,    395 
2599,5000, 10,  30,    8,     2,    397 
2428,5000,  2,  30,    8,     2,    394 
2415,5000,  3,  30,    8,     2,    395 
2368,5000,  0,  30,    8,     2,    394 
2244,5000,  3,  30,    8,     2,    394 
2178,5000,  3,  30,    8,     2,    392 
2243,5000,  8,  30,    8,     2,    396 
2296,5000,  1,  30,    8,     2,    395 
2287,5000,  0,  30,    8,     2,    392 
