EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2823,5000, 29,   8,    4,     2,    397 
1866,5000, 29,   8,    4,     2,    395 
1823,5000, 30,   8,    4,     2,    396 
1802,5000, 24,   8,    4,     2,    395 
1740,5000, 28,   8,    4,     2,    394 
1887,5000, 27,   8,    4,     2,    394 
1924,5000, 24,   8,    4,     2,    396 
1769,5000, 22,   8,    4,     2,    390 
1757,5000, 26,   8,    4,     2,    393 
1802,5000, 25,   8,    4,     2,    394 
