EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
4625,5000,724,   2,    7,     2,    396 
3470,5000,740,   2,    7,     2,    389 
3193,5000,822,   2,    7,     2,    398 
3291,5000,843,   2,    7,     2,    402 
3011,5000,715,   2,    7,     2,    402 
3038,5000,736,   2,    7,     2,    397 
2959,5000,742,   2,    7,     2,    397 
3223,5000,794,   2,    7,     2,    392 
3148,5000,738,   2,    7,     2,    393 
3064,5000,742,   2,    7,     2,    388 
