EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2590,5000,  5,  24,    3,     2,    395 
2095,5000,  4,  24,    3,     2,    396 
2017,5000,  1,  24,    3,     2,    397 
1985,5000,  4,  24,    3,     2,    397 
2047,5000,  2,  24,    3,     2,    394 
1975,5000,  2,  24,    3,     2,    399 
2034,5000,  3,  24,    3,     2,    397 
2083,5000,  6,  24,    3,     2,    393 
1998,5000,  3,  24,    3,     2,    393 
2012,5000,  2,  24,    3,     2,    399 
