EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2996,5000,  4,  20,    3,     2,    394 
2538,5000,  3,  20,    3,     2,    392 
2489,5000,  2,  20,    3,     2,    393 
2495,5000,  2,  20,    3,     2,    395 
2532,5000,  5,  20,    3,     2,    393 
2501,5000,  4,  20,    3,     2,    394 
2575,5000,  7,  20,    3,     2,    390 
2489,5000,  4,  20,    3,     2,    393 
2461,5000,  4,  20,    3,     2,    396 
2460,5000,  6,  20,    3,     2,    394 
