EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2708,5000,  1,  28,    3,     2,    394 
2213,5000,  1,  28,    3,     2,    396 
2128,5000,  3,  28,    3,     2,    396 
2125,5000,  3,  28,    3,     2,    395 
2149,5000,  5,  28,    3,     2,    393 
2196,5000,  4,  28,    3,     2,    396 
2106,5000,  2,  28,    3,     2,    396 
2107,5000,  0,  28,    3,     2,    396 
2147,5000,  1,  28,    3,     2,    402 
2124,5000,  4,  28,    3,     2,    394 
