EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2660,5000, 29,   9,    6,     2,    395 
1942,5000, 36,   9,    6,     2,    392 
1873,5000, 35,   9,    6,     2,    389 
1830,5000, 36,   9,    6,     2,    393 
1762,5000, 42,   9,    6,     2,    393 
1889,5000, 32,   9,    6,     2,    395 
1733,5000, 26,   9,    6,     2,    397 
1761,5000, 34,   9,    6,     2,    392 
1770,5000, 23,   9,    6,     2,    392 
1828,5000, 42,   9,    6,     2,    395 
