EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2808,5000,  1,  28,   10,     2,    397 
2200,5000,  2,  28,   10,     2,    393 
2174,5000,  6,  28,   10,     2,    395 
2214,5000,  8,  28,   10,     2,    397 
2217,5000,  3,  28,   10,     2,    395 
2163,5000,  3,  28,   10,     2,    395 
2090,5000,  0,  28,   10,     2,    395 
2125,5000,  6,  28,   10,     2,    394 
2164,5000,  0,  28,   10,     2,    390 
2159,5000,  3,  28,   10,     2,    400 
