EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2712,5000, 28,   9,    5,     2,    392 
1890,5000, 23,   9,    5,     2,    396 
1740,5000, 28,   9,    5,     2,    403 
1749,5000, 28,   9,    5,     2,    396 
1769,5000, 27,   9,    5,     2,    395 
1835,5000, 31,   9,    5,     2,    393 
1745,5000, 30,   9,    5,     2,    399 
1748,5000, 23,   9,    5,     2,    394 
1742,5000, 24,   9,    5,     2,    394 
1753,5000, 33,   9,    5,     2,    392 
