EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2872,5000, 22,   6,    2,     2,    394 
1916,5000, 21,   6,    2,     2,    396 
1878,5000, 19,   6,    2,     2,    394 
1880,5000, 25,   6,    2,     2,    393 
1879,5000, 20,   6,    2,     2,    392 
1900,5000, 17,   6,    2,     2,    394 
1913,5000, 19,   6,    2,     2,    393 
1989,5000, 21,   6,    2,     2,    395 
1774,5000, 21,   6,    2,     2,    394 
1817,5000, 25,   6,    2,     2,    396 
