EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2983,5000,  8,  11,    2,     2,    394 
2233,5000,  6,  11,    2,     2,    394 
2373,5000,  6,  11,    2,     2,    394 
2225,5000,  6,  11,    2,     2,    395 
2253,5000, 10,  11,    2,     2,    393 
2216,5000,  9,  11,    2,     2,    394 
2159,5000, 12,  11,    2,     2,    393 
2296,5000,  6,  11,    2,     2,    395 
2191,5000,  8,  11,    2,     2,    394 
2197,5000,  9,  11,    2,     2,    393 
