EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2643,5000, 20,  15,   10,     2,    395 
1996,5000, 25,  15,   10,     2,    395 
1875,5000, 17,  15,   10,     2,    396 
1894,5000, 21,  15,   10,     2,    396 
1964,5000, 16,  15,   10,     2,    387 
1867,5000, 25,  15,   10,     2,    391 
1841,5000, 18,  15,   10,     2,    394 
1839,5000, 11,  15,   10,     2,    398 
1856,5000, 18,  15,   10,     2,    392 
1829,5000, 22,  15,   10,     2,    395 
