EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2735,5000,  9,  22,   10,     2,    396 
2052,5000,  9,  22,   10,     2,    397 
2079,5000, 10,  22,   10,     2,    395 
2003,5000, 10,  22,   10,     2,    398 
2041,5000,  6,  22,   10,     2,    399 
2048,5000,  8,  22,   10,     2,    400 
1983,5000, 23,  22,   10,     2,    393 
1992,5000, 12,  22,   10,     2,    395 
1988,5000, 19,  22,   10,     2,    392 
1988,5000,  6,  22,   10,     2,    399 
