EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2771,5000,  2,  29,    6,     2,    395 
2250,5000,  5,  29,    6,     2,    392 
2158,5000,  8,  29,    6,     2,    395 
2189,5000,  4,  29,    6,     2,    393 
2168,5000,  4,  29,    6,     2,    395 
2132,5000,  8,  29,    6,     2,    396 
2176,5000,  3,  29,    6,     2,    395 
2151,5000,  2,  29,    6,     2,    393 
2137,5000,  0,  29,    6,     2,    394 
2150,5000,  3,  29,    6,     2,    391 
