EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
4444,5000,675,   2,    8,     2,    392 
3423,5000,716,   2,    8,     2,    398 
3133,5000,685,   2,    8,     2,    392 
3202,5000,743,   2,    8,     2,    402 
3233,5000,784,   2,    8,     2,    398 
3188,5000,783,   2,    8,     2,    389 
3246,5000,819,   2,    8,     2,    395 
3068,5000,756,   2,    8,     2,    397 
3472,5000,903,   2,    8,     2,    397 
3151,5000,778,   2,    8,     2,    392 
