EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2546,5000, 23,  11,    6,     2,    397 
1897,5000, 22,  11,    6,     2,    394 
1757,5000, 21,  11,    6,     2,    393 
1837,5000, 19,  11,    6,     2,    394 
1782,5000, 32,  11,    6,     2,    390 
1952,5000, 27,  11,    6,     2,    397 
2091,5000, 25,  11,    6,     2,    397 
1898,5000, 27,  11,    6,     2,    395 
1911,5000, 19,  11,    6,     2,    400 
1770,5000, 27,  11,    6,     2,    393 
