EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2946,5000,  3,  26,    4,     2,    395 
2136,5000,  3,  26,    4,     2,    401 
2067,5000,  2,  26,    4,     2,    395 
2064,5000,  3,  26,    4,     2,    394 
2115,5000,  2,  26,    4,     2,    396 
2124,5000,  3,  26,    4,     2,    390 
2076,5000,  4,  26,    4,     2,    399 
2045,5000,  2,  26,    4,     2,    396 
2080,5000,  2,  26,    4,     2,    392 
2040,5000,  3,  26,    4,     2,    397 
