EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2653,5000,  6,  27,    4,     2,    391 
2175,5000,  4,  27,    4,     2,    394 
2054,5000,  2,  27,    4,     2,    396 
2106,5000,  2,  27,    4,     2,    392 
2087,5000,  3,  27,    4,     2,    401 
2168,5000,  6,  27,    4,     2,    393 
2109,5000,  2,  27,    4,     2,    395 
2072,5000,  2,  27,    4,     2,    394 
2086,5000,  1,  27,    4,     2,    390 
2080,5000,  3,  27,    4,     2,    394 
