EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3001,5000,  4,  15,    2,     2,    395 
2382,5000,  5,  15,    2,     2,    393 
2333,5000,  4,  15,    2,     2,    399 
2299,5000,  5,  15,    2,     2,    394 
2352,5000,  4,  15,    2,     2,    396 
2307,5000,  7,  15,    2,     2,    397 
2311,5000,  6,  15,    2,     2,    395 
2357,5000,  4,  15,    2,     2,    395 
2279,5000,  8,  15,    2,     2,    398 
2303,5000,  6,  15,    2,     2,    397 
