EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2427,5000, 10,  13,    3,     2,    396 
1805,5000,  7,  13,    3,     2,    394 
1801,5000, 10,  13,    3,     2,    395 
1934,5000, 11,  13,    3,     2,    397 
1763,5000,  9,  13,    3,     2,    397 
1748,5000,  9,  13,    3,     2,    395 
1820,5000,  7,  13,    3,     2,    394 
1788,5000,  9,  13,    3,     2,    396 
1813,5000,  9,  13,    3,     2,    394 
1728,5000,  5,  13,    3,     2,    399 
