EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3295,5000,  6,  23,   10,     2,    392 
2119,5000,  9,  23,   10,     2,    393 
2116,5000,  9,  23,   10,     2,    394 
2051,5000, 13,  23,   10,     2,    393 
2068,5000, 13,  23,   10,     2,    395 
2045,5000, 13,  23,   10,     2,    397 
2008,5000, 22,  23,   10,     2,    396 
2017,5000,  8,  23,   10,     2,    394 
2008,5000,  7,  23,   10,     2,    393 
2040,5000,  8,  23,   10,     2,    393 
