EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2860,5000,  1,  29,    7,     2,    392 
2376,5000, 12,  29,    7,     2,    395 
2184,5000,  2,  29,    7,     2,    394 
2267,5000,  3,  29,    7,     2,    397 
2174,5000,  3,  29,    7,     2,    396 
2183,5000,  2,  29,    7,     2,    393 
2162,5000,  5,  29,    7,     2,    392 
2140,5000,  0,  29,    7,     2,    401 
2128,5000,  1,  29,    7,     2,    391 
2153,5000,  0,  29,    7,     2,    393 
