EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2658,5000, 14,  17,   10,     2,    392 
2025,5000, 14,  17,   10,     2,    395 
1881,5000, 18,  17,   10,     2,    389 
1952,5000, 14,  17,   10,     2,    393 
1931,5000, 20,  17,   10,     2,    392 
1880,5000, 33,  17,   10,     2,    394 
1899,5000, 22,  17,   10,     2,    397 
1871,5000, 17,  17,   10,     2,    395 
1844,5000, 21,  17,   10,     2,    395 
1879,5000, 20,  17,   10,     2,    393 
