EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2825,5000, 23,  13,    7,     2,    395 
1904,5000, 20,  13,    7,     2,    397 
1811,5000, 23,  13,    7,     2,    396 
1864,5000, 24,  13,    7,     2,    395 
1792,5000, 22,  13,    7,     2,    392 
1848,5000, 21,  13,    7,     2,    396 
1811,5000, 21,  13,    7,     2,    399 
1768,5000, 15,  13,    7,     2,    392 
1781,5000, 26,  13,    7,     2,    393 
1765,5000, 22,  13,    7,     2,    396 
