EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2590,5000,  5,  19,    6,     2,    392 
1922,5000,  8,  19,    6,     2,    397 
1964,5000, 13,  19,    6,     2,    392 
1995,5000,  9,  19,    6,     2,    394 
1903,5000,  2,  19,    6,     2,    396 
1964,5000, 12,  19,    6,     2,    395 
1942,5000,  8,  19,    6,     2,    395 
1930,5000,  8,  19,    6,     2,    396 
1901,5000, 11,  19,    6,     2,    395 
1902,5000, 12,  19,    6,     2,    402 
