EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
3238,5000,229,   4,   10,     2,    396 
2342,5000,229,   4,   10,     2,    395 
2369,5000,215,   4,   10,     2,    394 
2215,5000,214,   4,   10,     2,    395 
2444,5000,185,   4,   10,     2,    390 
2224,5000,230,   4,   10,     2,    395 
2192,5000,201,   4,   10,     2,    397 
2155,5000,216,   4,   10,     2,    399 
2186,5000,221,   4,   10,     2,    395 
2211,5000,206,   4,   10,     2,    400 
