EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
2647,5000, 37,   8,    5,     2,    395 
1888,5000, 45,   8,    5,     2,    393 
1823,5000, 32,   8,    5,     2,    395 
1803,5000, 33,   8,    5,     2,    396 
1762,5000, 33,   8,    5,     2,    397 
1870,5000, 28,   8,    5,     2,    397 
1806,5000, 28,   8,    5,     2,    397 
1771,5000, 25,   8,    5,     2,    394 
1773,5000, 28,   8,    5,     2,    394 
1859,5000, 40,   8,    5,     2,    392 
